,nTracks,B_P,gamma_PT,B_Cone3_B_ptasy,B_ETA,B_MINIPCHI2,B_SmallestDeltaChi2OneTrack,B_FD_OWNPV,piminus_PT,piminus_IP_OWNPV,daughter_neutral_PT,daughter_neutral_IP_OWNPV,daughterplus_PT,daughterplus_IP_OWNPV,weights,isSignal
2854,355,194744.6683777169,4021.294845737988,-0.3813762068748474,4.829464230644568,6.672547650806711,12.741894721984863,38.75138975882873,703.2541266142703,2.7302462427296663,2539.9172402078307,1.9569110478936167,1840.873975317159,1.7631176715964505,1.0,0.0
34812,107,153733.39493882132,11712.987214666511,0.2355383932590484,2.381767680474951,7.297535981864551,349.2784423828125,11.547965386162186,13375.785536666624,0.3520069903935741,16518.851196124382,0.404800202466193,3148.567131251929,0.6580420885667576,0.2670439924227614,1.0
32673,138,148947.25913594887,3917.311874899153,-0.1229498460888862,3.9774829992522895,8.32411854065851,17.640169143676758,9.123771766069485,1335.7095051320105,0.1236215802644972,4020.5495558773446,0.1351770514174568,2712.0413596588087,0.1525408713515475,1.0,0.0
34591,106,70667.2157599669,3123.943656488022,-0.4087083637714386,3.4084309899928624,8.97434604167473,221.83767700195312,15.838397046102868,1289.3868070133185,1.4546000742335077,3653.064193153468,1.0912443628198936,2383.425715330772,1.021216736260058,0.3907479093490257,1.0
27690,163,66361.64879933605,3269.9261878605016,-0.6453220844268799,4.14141462268443,0.0014436909623122,8.856475830078125,2.92344695477409,1558.5491570367617,0.2126873767683682,2336.3124531082367,0.2123057390321364,777.6923713782976,0.2173877226163274,1.0,0.0
21979,62,90294.2726353092,4077.8200694751977,-0.6087403297424316,4.333772201882502,0.3416025395233764,4.546334743499756,4.7812541093645775,1586.9231811590628,0.5466466236477386,2196.233031283425,0.5148927909470888,617.970607472556,0.4309282854016306,1.0,0.0
38224,189,130441.31367758766,4203.426403978639,-0.3071061670780182,3.726907019656631,7.6498178522085,60.87559127807617,17.708590305808325,1338.1301089580193,0.2904058237121286,2218.089513077436,0.3286686308609839,964.5079925537163,0.5616177371412404,1.0,0.0
31418,31,66571.64719055373,3236.299519876261,0.7042945027351379,3.2563245634930755,0.4645108290129207,-1.0,27.25088815176489,1077.135947780038,2.203743055960268,3913.093454059077,2.1836062133557514,2889.9702390336133,2.302497822287222,0.6574227133740057,1.0
11602,167,126741.14755065022,4142.874558686709,-0.1204854324460029,3.648309788077965,8.099271639989817,11.469409942626951,12.557312979749929,1073.5356223712374,0.2055630104356828,4619.277755891425,0.1570078300532353,3549.707859528725,0.1645392999035975,1.0,0.0
22222,110,85398.06795694833,4800.024824833728,-0.1823050081729889,3.504757149975709,1.2544177726156884,47.84160232543945,4.1737311616825545,898.1577322497424,0.4754968421517494,2362.53359447014,0.2746062306384524,1528.0896319260858,0.210999794781176,0.7932817433644865,1.0
16959,59,215689.247410574,10302.709899696249,0.3327727913856506,3.379074152217493,7.794643788883107,126.49893188476562,27.23432119238517,3628.185897249478,1.174929722395175,5082.501456271311,0.9443777934009698,1489.8707133506584,0.48879435361613,0.3340024965244763,1.0
8270,76,72669.64419717202,3626.250729537167,-0.0537709183990955,3.5423822822204203,2.186459595464259,6.894110679626465,2.009047129860321,1962.035507655252,0.1774540594234507,2581.181522578371,0.1706117232748568,717.2997917886216,0.2051166468610404,0.844636118333569,1.0
10334,66,204979.8853625815,18977.93113530263,0.7324418425559998,2.8786783109532816,1.4031543839740264,544.6461791992188,14.16214915117052,923.5677513858958,0.980545772304135,3537.5677017549783,0.5975270110986242,2665.2732862503985,0.4057535836173412,0.6389491053165863,1.0
6591,60,114477.14531622312,5176.655511070192,0.7475593686103821,2.9369317142191025,6.652228389264111,16.88485336303711,4.252366885629686,1575.1307809194766,0.285202452042316,7726.390146827948,0.1857482044431493,6156.006109654213,0.1677602734333348,0.761866601273323,1.0
6373,268,75285.57449048138,4472.301912109092,-0.133601427078247,2.8271201908290915,8.840212945773724,6.656582832336426,4.27193036675526,1518.7982159918413,0.5994741799828415,4461.601749720506,0.4091225866205817,2988.413330782741,0.3488752448727156,1.0,0.0
36516,165,60102.95448344736,4543.682977754303,0.0911589339375495,3.278465951080281,1.5214042142662287,15.194295883178713,1.4164137011592624,673.2097979084975,0.2362959496410528,2712.495079512053,0.1802648732812691,2134.964530384522,0.1579266788347402,1.0,0.0
24343,69,167781.66742292588,4288.448111453208,0.3092572093009949,3.7344925274670335,2.042932064996827,38.97768783569336,10.442177520996278,2128.8666378615644,0.3518113619296155,4825.01361641602,0.4009989347347811,2716.1311106977146,0.4781220416079762,0.5465128391536082,1.0
30222,148,80381.71654844022,8180.478809715546,0.3593586683273315,2.346188471696713,0.3161512505182966,154.59825134277344,6.30978956939136,5319.920890934376,0.5777688354171628,7988.564053251373,0.4656226780934073,2687.089522680627,0.2768311980698707,1.077564624822258,1.0
3771,208,35335.11807945119,3673.9931240987416,-0.4337992966175079,2.977532516767446,6.380537147384584,25.591020584106445,2.016034318769897,547.287497573259,0.2909891467184682,2963.524342879178,0.2938681155612376,2447.2029418910074,0.3063496731760389,1.0,0.0
38457,198,139850.0123931698,5225.471299210301,-0.6030281782150269,3.6804731715920886,0.1297791415273428,5.114595413208008,9.0922435328862,1129.511675017129,0.2628457951578295,2421.136962364827,0.2560722778792921,1292.4142684526505,0.2668909675249993,1.0,0.0
41013,122,43052.068804667,3316.870228865224,-0.3044887483119964,3.662063123036552,4.977520733944974,5.186703205108643,3.336972015368016,860.8424394742628,0.1350134476745675,2166.872365930587,0.1416032351346228,1349.6177994158195,0.1614143495474191,1.0,0.0
20491,133,85373.45004440068,4875.821739572323,0.0905728191137313,3.3295510983657284,3.430524992090175,3.661909341812134,6.231836936249218,2138.134386889655,0.266060798463466,3117.388950772746,0.2589011895402459,998.6990808546886,0.2888526322738247,1.6444793833454892,1.0
27598,209,70234.62853292178,3059.3239959475727,-0.2876312732696533,3.305480990793092,5.822133756165104,7.039404392242432,12.627191359895344,1266.554283124099,0.231018388357255,2181.7616750301345,0.2279453276230193,926.6818763739798,0.2212190221106703,1.0,0.0
10735,201,156313.79325519997,3229.777289164887,-0.3536884486675262,4.136424676566722,6.228643508865807,60.39420700073242,19.606233318258763,2842.837684321776,0.3664936441791491,3808.704088912658,0.4569587511982119,1057.442739537229,0.7202114406586638,0.5479493015062151,1.0
5672,278,68989.702717378,4302.405558777299,-0.4991750717163086,3.3656520839177166,0.1666291702122883,3.017544746398926,9.48698041212271,1740.6326633727174,1.075606532215891,2695.6122023206526,0.8434992079888192,1004.2602930515574,0.5808034614104999,0.6263701565593299,1.0
39691,53,102081.41691787228,4172.545475290443,0.2896824777126312,3.729662769104484,5.130543776987775,231.5370635986328,8.711737870826923,1083.4539593817544,0.3713807177678043,2806.62999788002,0.513588059250587,1792.211384100659,0.6313244348286462,0.822978117424731,1.0
24129,42,117941.99099772326,5458.6707601639655,0.3878542780876159,3.291996678274661,1.2092052736113508,26.2753849029541,4.825670334782523,2784.1770522005245,0.4578345170284608,4030.330049809817,0.3371742137055569,1256.6888417185855,0.1674609280496085,0.5309487473395663,1.0
28379,53,93120.18207588374,3276.2066969309017,-0.0415468700230121,4.017111421011484,3.518631081685542,91.8496551513672,3.228328141623778,1001.1999652417092,0.2921905819534061,2796.230137345637,0.1539049736340823,1808.1766115620453,0.1094576922140563,0.6122835407236616,1.0
10835,119,67261.77569109402,3817.86936883754,0.3075271248817444,3.3702422471274023,4.175545541517611,59.47187042236328,7.622021695144378,927.4750520633964,0.4176765927051818,3278.99238407056,0.3680504722426792,2385.2444566123613,0.364473376060524,1.0,0.0
19977,176,45884.86733017739,3664.702714000194,-0.1978638023138046,2.9383972789271726,8.791717739721346,6.360240936279297,2.878240519356387,1576.704074358914,0.129754934705803,2706.4093880603127,0.1320481242141532,1139.7553877916084,0.1593838938945334,1.0,0.0
30725,105,91537.05175852151,8361.23925977067,-0.173563078045845,2.711668283349605,0.5286258930136192,6.843365669250488,1.3161084440611677,2263.196874445526,0.1103887381522757,4547.65439235773,0.1300724340087141,2292.702541761578,0.1504328257104981,1.0,0.0
16123,96,86438.00017514749,3260.616964157917,-0.1453220397233963,3.2096268525802936,2.4914937126911303,343.78173828125,33.448808726320884,3033.4046884977283,1.0272606625587486,4646.358868641122,1.146400631773635,1626.5589860807384,1.4345599181783495,0.4309450472622331,1.0
11159,132,159665.57173734106,8427.692013889568,0.2999060153961181,2.890215153434488,0.2137701700201715,551.2870483398438,21.64469183472013,848.1071810213613,0.5827540953323874,10048.947952442584,0.5791990159684671,9216.128704835886,0.611783758180003,0.828735866412501,1.0
37814,118,181716.37120735,3216.8879013152145,-0.10081797093153,4.966124147238396,2.1693646949547816,3.828573942184448,6.461619327172188,1687.3051337858249,0.18271728136198,3569.6573644776563,0.1489560718516951,1920.3504911604027,0.1289662134151785,1.0,0.0
9027,207,72993.06968324404,3376.128050016458,-0.6141481399536133,4.061272732140312,2.348124254860977,5.415884971618652,2.164273571374034,1181.2301141183289,0.1735570293842203,3247.004318534924,0.230963131967098,2072.317708388364,0.2782433845738448,1.0,0.0
15515,200,85825.51869917067,3771.187538924615,-0.1448870301246643,3.222173836801147,0.5810492200219857,3.1811702251434326,0.8612233780478427,1852.906346068252,0.1675528044037134,3279.8658772341373,0.1478409130290104,1468.099236189434,0.1305919991092717,1.0,0.0
29636,201,138790.85124535652,3063.9095654615376,-0.4135666489601135,4.137324069993213,6.7549401507108335,7.5271501541137695,37.58646345534002,1951.849675692265,0.2282695137421204,3057.528309587336,0.2890641438097993,1119.8056835004902,0.4025048635734117,1.0,0.0
6160,51,82076.65103842352,10095.077730045989,0.8659959435462952,2.4475801580296594,2.9641425221014988,306.1583251953125,13.469725029858626,1259.9165401724035,1.7962285133769198,4729.145026260032,1.4880886120769168,3523.667000498203,1.4801364051264918,0.8062767848458452,1.0
24339,90,79385.45515596757,5140.373610181161,-0.2164380252361297,3.490601195116051,2.206359440898268,4.979769229888916,2.506506971751535,826.9532487390081,0.33602528432137,2042.237099598564,0.3974015467499248,1215.5095083544184,0.4576406771346529,1.0,0.0
26515,36,54417.7156545491,3876.292647878733,0.500859797000885,2.549396479787856,0.6744181830015121,238.2953338623047,10.756944557819388,876.6396941161174,1.1988986719145684,6023.428499326608,0.7215460799259555,5187.708999327159,0.6477109812660836,0.4353939064908115,1.0
