,nTracks,B_P,gamma_PT,B_Cone3_B_ptasy,B_ETA,B_MINIPCHI2,B_SmallestDeltaChi2OneTrack,B_FD_OWNPV,piminus_PT,piminus_IP_OWNPV,daughter_neutral_PT,daughter_neutral_IP_OWNPV,daughterplus_PT,daughterplus_IP_OWNPV,weights
73336,202,104371.24489711669,6135.745008272727,-0.6746894121170044,3.0967746972190393,6.674130857172296,5.856651306152344,75.42678271802313,779.4980862709028,3.081501435210107,3265.8687352571274,0.9536519276940858,2549.32320508797,0.4705817018451988,-0.04234983655698785
32638,119,144589.82558368126,4387.984847200427,0.001013554516248405,3.287758613153889,8.37157059904498,11.001049041748047,6.400679463067861,3359.707372287057,0.07849379504741474,7015.569964370036,0.10639239974907665,3659.4026095662116,0.13581480689867936,0.06337829409660636
13415,100,138682.93639289978,4202.648398192846,0.202389195561409,3.5667916342849595,1.3560641791821841,11.189298629760742,4.6573228852104585,1359.375385756267,0.23801924846807018,5046.6774906590745,0.1716814921155085,3734.435860113278,0.14939563645187667,0.02096180084832956
83981,150,82667.97403906644,10894.03349561682,0.5692227482795715,2.49256101080679,0.3434950897647159,47.734317779541016,2.2120793195306057,1356.3427381381152,0.3664073920703614,3353.1223340882175,0.2796645952319241,2046.3423011070265,0.23664282294082128,1.2861853352664587
68119,68,181844.86850120442,4575.48195530999,-0.14575019478797913,4.139608572198522,3.084329015332069,3.311406135559082,7.549486204240251,1078.4366752387457,0.3820947976136979,2718.535328581766,0.25939072470867736,1688.5278783899305,0.2036012420744907,0.6440195581493271
5184,85,95399.1206304064,4270.638999382517,0.07196097075939178,3.7547447163973198,1.9718409198934148,4.016354560852051,20.014888308432393,528.5957188627241,1.6266372239647116,2114.3251210955004,1.6787620356488804,1591.6111377154912,1.8439934838627299,-0.025905875406855475
136647,229,115782.33803520056,6941.206952871397,0.2441502809524536,2.7831839285243873,0.9401765355862566,39.653045654296875,6.516882369837471,3084.2778212087187,0.3255127549917067,7321.8116984950575,0.36135350250242165,4245.974784722584,0.39703989859093347,-0.09056828213054956
105044,246,71814.3657394443,3076.960256979684,-0.485606849193573,3.123078805006204,8.453212683065061,14.438092231750488,20.007928746441962,602.6226427873416,0.33920568126338013,3379.603308412607,0.4651458146770665,2779.3299790057317,0.28473717515391356,-0.39490081259109583
95563,129,108465.8838632189,3329.097505665537,0.3496655225753784,3.5306579209561555,0.13192628228130532,10.416816711425781,11.014430180189056,1456.1695726116516,0.36509703504933666,4623.330848099456,0.563278934334247,3193.806998254591,0.6696046067060349,1.327232570248823
5682,133,48149.005296219366,4973.5541837400815,0.09365932643413544,3.1991444073937423,3.16891134645933,11.8919095993042,2.189452817596168,944.7505372848433,0.261562976647425,2283.7594010313296,0.2612409991564544,1417.0062400003749,0.2796138386424957,-0.3972644807841589
24063,58,85780.84482894411,9055.845068539425,0.9766162633895874,2.311999209505492,0.41768393245178276,379.941162109375,9.38629002867008,2367.4739324436077,0.698721803215298,8419.716853856167,0.5083282578906414,6072.423144552757,0.4324346896889313,1.3405331216130436
129412,211,103200.64606884375,4188.235104824921,-0.25243711471557617,3.8125150432939723,6.160928172713975,14.44571304321289,9.746860070088761,1348.9299583373484,0.49616580965009105,2253.60334611865,0.49706925502564664,909.0547068796244,0.5243405129401422,0.005853581962747336
17008,203,40424.83683367138,4501.293945523595,-0.14282068610191345,2.564167896342399,3.91301248585004,11.83420467376709,4.738744172564632,1184.7827873918493,0.36711202123531544,2831.64363264613,0.3590963116243905,1651.5189974384189,0.39253021258265847,1.3185133471453927
61862,194,106039.75590014442,3976.5857191703954,-0.22496208548545837,3.5172744591530822,5.857503970907073,5.9980998039245605,3.930904360299689,867.534804489134,0.3202204481147806,2382.378664813836,0.36394394573308836,1573.1628948395648,0.4415896168964764,1.107083149692429
55638,125,91907.59410638713,3158.315654733581,0.26100221276283264,3.1653788019458964,0.7610442913508734,4.236455917358398,6.811925942448327,3358.949038925717,0.15744839941115296,5372.782674090783,0.16444704132369967,2017.5617843823272,0.18109835422734483,-0.3967128286351511
40586,157,73306.72138939043,3071.42508993042,-0.17712442576885223,3.4628393817062624,4.935758923011153,3.3848962783813477,3.291423475915606,724.402159370056,0.3557515434757166,2856.955860090524,0.3494651338692689,2181.16980489828,0.3636647983532069,-0.27722121411761796
45695,153,211628.8663542017,8845.355319879234,-0.22344434261322021,3.5855704803545243,0.3455059884527009,3.6654539108276367,3.1041176502532446,686.5389303601071,0.3005509297473328,3082.837799694687,0.14640140022918324,2398.566711121456,0.12088659364196144,0.9170365146045951
