,nTracks,B_P,gamma_PT,B_Cone3_B_ptasy,B_ETA,B_MINIPCHI2,B_SmallestDeltaChi2OneTrack,B_FD_OWNPV,piminus_PT,piminus_IP_OWNPV,daughter_neutral_PT,daughter_neutral_IP_OWNPV,daughterplus_PT,daughterplus_IP_OWNPV,weights
32,68,73032.59761464609,7042.295909935312,0.7351363897323608,2.4145739831035513,0.17527691956856467,55.19888687133789,5.808206677624343,4107.150932240012,0.40878503323717513,6338.749051555836,0.3380947675944585,2271.9479963238596,0.19105504991479325,0.7889182966140045
33,117,152324.16252598065,3121.6875607925554,-0.15948891639709473,3.754092227577581,0.6966922977476576,44.96976089477539,17.306116728197573,2788.5469954799037,0.19627249269590535,5515.8430722148,0.31146930972938114,2778.5988599472216,0.45184374259998955,0.3529371372134038
34,66,98660.24146684706,4119.467746910667,0.516901969909668,3.7735399175426556,3.196900930500633,903.2317504882812,5.6788529334716875,779.3829847385687,0.3172107702324822,2694.507294645906,0.3273273214848833,1917.966283984158,0.3725523654208611,1.2919582820258468
35,179,68063.97307371731,6815.863740902026,0.0054010353051126,2.933002789745645,0.426611501605958,57.609458923339844,12.872348375102346,1728.0945664227986,1.9411290391428089,2231.459926707177,1.6279721101385713,504.3270729397739,1.3530051203342655,2.2324587646597625
36,70,82437.41161582324,3068.9595481732126,0.28071239590644836,3.7516517487774874,4.280727661797745,364.23321533203125,8.43522689202845,1196.4676612428773,0.5178263696975772,2622.7642459817084,0.544695204495018,1430.1322007772567,0.6384185906242891,0.9133136508755816
37,160,276927.3447017987,8521.390856126018,0.24405477941036224,3.949889483291071,0.5119277650183569,85.83975219726562,62.89594201051448,1407.3916770039532,1.0750386926193565,3158.13026110387,1.5224529662086046,1826.9251043762029,1.9072951104011722,1.6496125616165225
38,69,201883.07824883907,4128.291403918769,0.5212844014167786,4.112257133099233,0.4285225635649797,50.31428146362305,17.969782161729174,720.8155548404876,0.5440200210203151,4219.714265741224,0.4007171421816488,3543.549669610968,0.3860733793716784,0.7377186766342055
39,99,69046.42947200577,6703.696558899444,0.6698379516601562,2.297114094492937,0.4450763463782078,15.359007835388184,2.918658088916888,4463.641907736328,0.14921108173039602,7843.392516997987,0.18475078248766033,3413.570310862221,0.23607012606607763,1.2779295559522021
40,210,116415.97196830231,4834.220577853044,0.07487987726926804,3.3138293159359016,0.4504740726235247,61.66557312011719,11.48450422656546,1872.8690777787965,0.23662272120542885,4666.49316761527,0.42808980099304306,2883.581593660911,0.5657168332163753,3.619218529754229
41,259,31511.418224550278,3156.049045431637,-0.7344329953193665,3.2004621915211016,0.448430788421507,9.188100814819336,2.8302662789921387,862.5224124624241,0.3703467599670658,2734.2630971616463,0.5363972610491428,1878.00613039468,0.6778016364486282,0.7740962052917388
42,91,157073.9480158245,3157.7933072866686,-0.14559470117092133,4.256888364618858,1.831301480469227,98.84092712402344,19.827425701789927,1530.1687625879704,0.8690664541077189,3627.7057960231564,0.5897629129965487,2098.258319368709,0.5032218723166672,0.35420499064420535
43,150,39623.31050586793,4359.897220799939,0.4655579924583435,2.4432783676026353,1.8904442259470504,893.1002197265625,15.49077690078841,1331.5924272088664,1.680798382755472,4093.12811258089,1.7521508066645142,2792.6437866652454,1.8788321507361911,3.803087045827018
44,130,73972.34342630884,5516.455083074043,0.029671167954802513,2.8417930515769867,0.3822015675742205,48.53194046020508,6.996721379331894,2753.473065965963,0.46398798562301535,4510.552188734768,0.5560207814746254,1832.5276764076443,0.7271766862381787,0.7688386631439739
45,102,67480.01280827857,3154.5561790813285,-0.5747836232185364,4.040881956461709,2.8419981938642396,311.21112060546875,12.414416588789024,1408.7858436611293,1.1031888148098477,2312.602028127624,1.1357246959285314,1022.3999313869305,1.316384139348196,0.8210422661655475
46,83,128836.1626512825,4573.067723963088,0.38330861926078796,3.3093582517842717,3.1893520970799356,564.4775390625,39.55408696064163,1653.253821075276,3.5889629284069833,4770.582066163415,2.502325788960775,3158.59823727235,2.1501604629701365,0.9080492052398816
47,74,86460.51110491382,10188.30735645213,0.3907630145549774,2.285794732273224,1.634306743806062,3848.16259765625,17.070843314552448,4426.58032961111,1.284916077151224,8059.99512720076,1.1126185084823772,3656.6173872583386,1.0237486862031644,0.39587838238041495
48,232,83656.25685012917,5115.9920682875945,-0.3680136501789093,3.118586202979539,2.319454336618602,36.351966857910156,7.4243384068885225,1240.0123305838536,0.47991951609557276,2519.341825259129,0.4017786879453708,1435.806909894224,0.35900362764648824,1.409916883790889
49,13,56643.49389244132,3159.918578735372,0.8263671398162842,2.954760274559568,1.2609285004287676,-1.0,5.01269301773009,2651.8697271924957,0.4661556993786543,4258.809191241138,0.5503466416586114,1612.0377742782582,0.7731033096004147,0.7040415571211497
50,134,89469.86741255532,3705.044996742597,-0.4061315655708313,3.6912077800397842,1.6962154069169908,120.93640899658203,15.022742110546929,2125.5612686770523,1.3554444696754664,2662.2878623094084,1.441887365373328,632.7216071069487,1.9624156626233349,0.6959655922134252
51,88,63113.58376863318,3609.5255508843147,0.25117227435112,2.326241006300458,3.3165309264199396,165.66036987304688,3.736413047295487,4309.350191722646,0.15338112854904978,9631.0449114621,0.16370466226625535,5322.798235834231,0.19373380789628686,0.4871638869774711
52,43,70871.92172347433,3286.986070597966,0.5776422619819641,2.8593881244927144,1.1428148145138943,145.19363403320312,20.414542493771442,3793.2874573910162,1.2321603026107086,5884.851255639346,1.3978038129843091,2142.8325203804425,1.817293175465921,0.44501256304541176
53,90,217777.4040333542,6141.249741845571,0.6831440925598145,3.9030819416575095,2.4366774510830047,192.7563018798828,28.533534368178096,2608.6557601377763,1.2853321077945536,3711.0102483420874,0.9645784190621761,1153.5320788777397,0.4592545346704485,1.4940920065131293
54,186,64646.072487129655,5627.6798807603,0.00453293789178133,2.8346791667481863,0.4856261041805888,15.965261459350586,4.513025454171514,1534.5979402110509,0.23538519244066056,2315.4308635111524,0.30031300061160326,883.9501991628262,0.39311317245929156,3.453651137529154
55,121,101682.27769082489,5312.436274115833,0.40467125177383423,2.5246769868116234,1.758824080328344,14.20622444152832,5.167134218307086,3778.7666423450924,0.147505216520153,11462.105866768114,0.14503929687994327,7683.206478528349,0.1691240103106909,0.7600555687325764
56,41,138237.23379467506,5990.774637802667,0.5399532318115234,3.6337701847154866,1.5798555767031361,1389.136474609375,54.962736382207176,1627.5257035143868,3.9488944102046415,2558.454787718556,4.016893513946556,1030.257264424765,4.740209129937643,0.6683396268605516
57,157,138513.63319319996,7709.736457787302,0.18311575055122375,2.9757948440263706,2.106884120677666,47.70420837402344,9.641147377776154,4911.704822370742,0.28512764472311813,6847.638327372438,0.27957088455450857,1952.787112334573,0.32612750061172896,1.123174246698806
58,160,263445.5945836566,11879.012053475033,0.22598671913146973,3.0421624389093385,1.2527842599601702,200.63308715820312,15.428563166737206,6086.504755555523,0.2605593370518015,14097.080082999457,0.2654975876502508,8014.90387485714,0.28969546401607155,0.5250060280557823
59,104,57840.0357455976,4867.918542928281,0.5061390399932861,2.4580576112630954,2.704992489865937,937.0126342773438,11.734106087810867,1757.7930563635753,0.5667065296381161,6217.467292660252,0.7885877371849099,4475.117961573751,0.927750621303379,1.1475087444410526
60,109,79665.83642080026,3032.751157147025,-0.0333498977124691,3.423211505049396,1.580697221251806,3.976630210876465,5.458770765474585,2595.2344550155776,0.3382841754447522,4149.897418009269,0.2990921638970589,1632.825392808429,0.2874530801360652,0.5992144027814676
61,164,188805.68837574736,6055.272565469357,-0.13298045098781586,3.6140902425234227,0.4052147531134418,4.572009563446045,13.045503836571434,2489.8570254534693,0.18250623675960634,4443.633801575013,0.23016336293171222,1963.9232009678994,0.32090640978595025,0.6190203011498729
62,57,160445.53288323703,4131.966111962204,0.4225362539291382,4.163139425851402,0.23556551974635334,1774.7672119140625,22.582206592359395,1965.1263223772664,1.331065019576516,2555.9666290857554,1.2179717901763443,687.0512621340565,1.203139316794573,0.8902240826500936
63,124,193050.70580793702,3696.8375548327954,0.21511241793632507,3.994218524517046,1.0856832960082183,73.29458618164062,21.022149580145225,1225.0909015252705,1.2495117872752841,3315.3213242308807,1.1499799008161349,2172.9979550151443,1.223722808387964,1.3443231859381042
64,57,109425.84077991496,8107.7244708392545,0.417458176612854,2.5961862183301436,2.0099685036961814,625.130859375,16.127408324030245,3356.498831952724,0.6695772006294713,8432.961556090482,0.5214696232537254,5080.720412303751,0.47241883373989774,0.3987323321092176
65,173,78086.53464654625,8489.95829893283,0.16929888725280762,2.6125042368563745,2.68021301135016,56.95998001098633,5.484505179138771,1457.3569430993903,0.992078631562727,3626.762395801523,0.6011232020527203,2218.7193004298674,0.4150403128741496,1.9110945149680878
66,132,193551.91021228067,4586.127828939629,0.38866034150123596,4.097533145565322,0.4060343333301272,4.798834800720215,13.783444725104097,871.9594087456135,0.4851449267880131,3150.2225163470594,0.31520263462963427,2381.714076206462,0.2570091243290273,2.2041260630484025
67,161,72520.23884808413,5034.397701957564,-0.02888438105583191,3.126545973873025,0.4859898127717999,17.362957000732422,8.765132795913587,944.734660367661,0.5947037439801508,3116.795761435131,0.7154782494585334,2244.276457591622,0.7895818435236679,2.140600327424479
68,192,126262.60524515685,7437.242424253427,0.10040309280157089,2.959258751301795,3.3799491917486213,23.164548873901367,4.974119325066498,3668.69182364777,0.21402199229230737,6335.979975110402,0.24678114095361103,2676.8143725331424,0.32134228307573026,1.2397747225703137
69,22,252757.80472950864,3528.2809455258734,0.6798162460327148,4.403857589864891,1.6024615163569624,29.28929901123047,27.364919285282024,2242.4920641554118,0.5915354587750755,4491.2328070141275,0.42241117145458357,2316.6332983016537,0.2844610896007276,0.4278811970984332
70,143,67923.68554741023,4097.440948594713,-0.018919046968221664,2.944770177844357,1.2822263111256003,48.787498474121094,8.481566133680737,3092.2531052939376,0.5073579277568241,4568.0661076324195,0.4845033225361497,1487.761207082642,0.3191950549502214,1.1014192143361152
71,200,84985.7705617724,3440.4576495368183,-0.3129986524581909,3.1623532685741234,6.522980193597839,57.619022369384766,6.745870578361253,1972.1377813175225,0.11337326405626687,4359.719439161195,0.15362705169419255,2388.0334913899346,0.20073320261157432,0.805883787858246
72,186,154406.21155056232,8538.34814716306,-0.10394153743982315,3.440459239603604,0.7372965850827456,262.02093505859375,9.671222360177643,1315.2947490961865,1.1433804017435512,2322.80773427333,0.7526572843717709,1016.2162152317783,0.5768722028309818,1.1696762505967055
73,170,197589.96438703174,5708.4301521104335,-0.10818546265363693,3.533110083642125,0.0480406123616447,11.97182559967041,4.73046954434758,1139.0789168885535,0.2210650715706415,6956.518319224064,0.11920915305794882,5865.071737071935,0.10265206143940749,0.49688803891986194
74,76,387302.4050510643,10530.325218328831,0.32852643728256226,3.9930339971980255,1.1126419034947448,147.7900390625,13.26953028897406,1096.227932731145,0.32352230650269537,4237.11703148497,0.27860133966959494,3178.755303070685,0.300464653075387,0.3554240369394512
75,84,84939.74775641586,4354.335620019448,0.5798372030258179,2.7996023515472377,0.5979033734823735,36.63744354248047,5.1476179403681455,2023.0686983886633,0.2615653754810034,6043.253636883032,0.1691971562383423,4047.5044805904786,0.13216987624308177,1.2015069333138695
76,123,183381.15838340635,8830.766136462258,0.3591981828212738,3.3441384927130158,1.3600337494251662,105.80697631835938,11.845377324509338,546.7493452213729,0.47435913595839835,4980.762332986789,0.4067761463871114,4440.97345239757,0.4262960649550464,1.0770100500541422
77,60,114477.14531622313,5176.655511070192,0.7475593686103821,2.9369317142191025,6.652228389264111,16.88485336303711,4.252366885629686,1575.1307809194766,0.28520245204231603,7726.390146827948,0.1857482044431493,6156.006109654213,0.1677602734333348,0.7592138194750825
78,128,129880.37298130098,3793.270942460684,0.05930314585566521,3.7272817669266978,0.012137204137214934,150.86143493652344,11.805469192285408,2938.9240039851315,0.3946471683018497,4308.144833278008,0.4683651176765461,1381.9312699624393,0.6962584703135433,0.9130680905306451
79,130,126383.23997972907,5425.72878348984,-0.23205910623073578,3.539130522683512,0.27823825330841057,72.40186309814453,4.747313907885176,1221.5746010784605,0.2226093636735314,3311.135222850314,0.16191221848797427,2143.1674635921477,0.1301623333085344,0.5080769821084455
80,78,91102.62628326273,10354.766479108679,0.9701658487319946,2.120310030484794,0.6635923946848699,303.6797790527344,16.810635235171805,3434.1101106545784,1.1415160461701566,11286.2876203338,0.8414622703382957,7864.3200388209025,0.7185072053931694,0.9017646504250287
81,148,168646.18060960717,5151.596144238463,0.22621193528175354,3.717132015202215,1.459016304518076,25.12186050415039,23.538696314579532,1641.3084953780017,0.7319290292560618,4278.112927272959,0.6209368604780101,2639.738269791155,0.6280534421617724,2.407993469849643
82,75,205702.473990076,10539.197758562283,0.36180317401885986,3.389132475321267,0.768192908301797,213.2884979248047,19.179115192573406,2399.3510742907133,1.27315363789277,3757.1593745541322,1.0159978571784043,1392.3543638743695,0.8847820991648568,0.5487059645517277
83,115,223718.8236354046,5939.808439651013,0.6164155602455139,3.429639169492445,8.181296205758487,4.240963935852051,8.24848221735369,3508.1559230171056,0.1428561603116564,9077.031997106764,0.1163195864604653,5579.742862077069,0.11609805743583852,1.529070712572706
84,92,55353.175453006355,4423.4394978153805,-0.1430997997522354,2.7824263970112666,0.575755156748535,5661.11376953125,22.272561299949317,1697.6820820165358,1.7229129397569962,4049.673327874731,1.9218736819724278,2352.849684956521,2.298320821533703,0.5258717995448235
85,266,45816.01173783941,5351.979315199173,-0.13656608760356903,2.6276475784734985,1.4274534473320024,65.07270050048828,3.428996093611074,1769.0165400300812,0.40366429106915264,2675.416746695737,0.4613206045670613,957.9040427934314,0.5578529295668454,4.993153211835251
86,49,117081.38968050011,4486.348242835865,0.7852513790130615,2.9585715117692843,0.249178885946217,437.3067321777344,28.294134646247798,2457.9897087050626,0.4115042017642166,7703.45294906771,0.6347313871742375,5276.238115371595,0.7607226157554573,0.6250978555847735
87,135,60717.882410024344,7520.399159746203,-0.0702504962682724,2.605672752037753,0.169430702954671,369.88739013671875,4.54788347585995,1256.2209312059722,0.4027697686517549,2218.357315492705,0.48031150744577694,1040.6832118373006,0.6507519264168877,0.7577192207466278
88,132,146347.01628368488,3897.9241854418333,0.4382368326187134,2.9110297264291463,0.23963268328628246,7.335868835449219,4.314874304078857,8405.465928793,0.08780161505974071,12437.34460175483,0.09934115478047648,4029.453538396987,0.14674156828405277,1.0764481087988285
89,209,106920.26118441508,3468.0118843232476,-0.5542342662811279,4.293824059632783,0.5096302186946506,94.93356323242188,14.130531863663164,1037.4352554256097,0.9156137143816842,2522.384302242622,0.7350937856362603,1626.6109612934497,0.6743511015061552,0.4302139604011691
90,79,110281.3020698989,6475.776569258045,0.3167920708656311,2.8632959875220187,2.9820392283325154,803.4337768554688,15.216832629690057,4735.388422685091,0.6706013583834872,7116.990943854011,0.6866877831222447,2408.431536602193,0.8122808195879399,0.4863983441318646
91,148,144242.2040626257,4379.787465659426,0.3488175570964813,3.2322017693922493,0.044028289237297555,114.1822738647461,91.77640150735918,1915.9357196941658,1.8900563035111282,6969.6562769551265,1.714880763798198,5104.947980273649,1.8308579859756027,2.0674355187611027
92,110,131684.92754180767,7663.6618590333155,0.5200459957122803,2.9866416071863817,1.217809093363336,19.320524215698242,10.307198293425813,1197.4656057273628,0.7016625964820217,6409.024888530236,0.44007182720637267,5249.907537566733,0.38525822601296644,1.3078940967271293
93,117,169825.9432430185,4405.2902636563895,-0.143832728266716,3.710820761417665,0.9201572184679968,57.758419036865234,15.16925340087639,1937.6791594585518,0.5440409452592786,3935.4785409782125,0.8141987769658465,2003.12249782683,1.222421765658823,0.517072940139087
94,107,77933.14375447751,4467.408936517536,-0.20414400100708008,3.281464915889472,1.1388356878600296,35.59115219116211,7.639159076102554,1026.7548319827865,1.085011945852809,2294.706801750498,1.0782859178246496,1361.6366161718772,1.2765493765187235,0.8513670566955212
95,60,228765.03477941005,13071.31346398375,0.8017144203186035,3.0901914550011167,4.025563605635073,90.55429077148438,19.667849278200197,4997.616656867551,0.3329653830650845,8335.68854675485,0.43607078140402605,3374.3225686943447,0.6070423249851793,0.4705764554730034
96,61,93960.41384036244,5796.063182612919,0.8535826206207275,2.4830782396122477,1.1636291560863268,2558.889404296875,5.600762591826223,7968.422293208361,0.19356410090175066,10052.912147203913,0.1678870879309562,2116.6607679314134,0.10504747658411784,0.7296289584065341
97,51,82076.65103842352,10095.077730045989,0.8659959435462952,2.4475801580296594,2.9641425221014988,306.1583251953125,13.469725029858626,1259.9165401724035,1.7962285133769198,4729.145026260032,1.4880886120769168,3523.667000498203,1.4801364051264918,0.8076515713184981
98,234,127828.8255124676,4496.246261382826,-0.3354072868824005,3.422893348955982,1.2713482351609058,33.75056457519531,23.858423968275854,3460.060210993445,0.69960465759667,4813.213383229545,0.7031027437727487,1353.3767710803966,0.7935313016633624,0.6698580496362856
99,135,52997.677130208795,3938.150205460558,-0.036838166415691376,2.83224682180707,1.4762643879119062,136.32223510742188,7.504872899656591,2587.8364037357537,0.4726336620013242,3602.914778703487,0.4896549011226411,1019.1485507029876,0.6503215889168602,1.1854565995351056
100,66,139768.65646781155,5441.982120756796,0.2529482841491699,3.3177282704881037,1.4936101811481857,357.0148010253906,15.662951721817954,2394.4991135934883,0.856960497171302,5273.294593136249,0.8695941860063171,2937.5802682480016,0.9675955400988072,0.43066467527107866
101,67,61321.4629969611,3797.954048855101,0.7843887209892273,2.544276511128812,2.601049728457395,100.19347381591797,10.968960076506798,4632.8798010956425,0.45922841596459735,6994.243350599119,0.5970443053368664,2402.750770367164,0.9537014634319413,0.937609879947159
102,55,197944.04867415718,7963.695471327392,0.6377700567245483,3.4833540502353593,1.6031079866702822,32.723487854003906,12.47005425409208,1423.5242360072414,0.2380762017305857,4585.267983935072,0.24158856993406724,3227.5149053722434,0.2673092003740103,0.599519345774316
103,70,142199.68259868806,4566.45323022712,0.41304001212120056,3.5332609921329703,0.7854563694589642,224.08926391601562,10.30007223712533,2501.8205815165884,0.39098376436717497,4984.969272442911,0.33167097008454777,2519.181816006935,0.2784540327363838,0.6611406393613303
104,84,249847.0344293871,6276.361907076036,0.1229328066110611,4.123171337211137,0.1634487034337172,29.33709716796875,11.663305868834959,1127.1120132888302,0.29405670307265175,2878.31626950549,0.2661647031092507,1759.000928083894,0.28188976400793997,0.47091547361465363
105,58,160257.68794963392,5590.976959562602,0.38257643580436707,3.2521997057152867,1.6023840213865996,53.85427474975586,13.376535232263993,2019.0385771450728,0.2995595908534057,6850.645047066736,0.25978300044065294,4873.913126944303,0.26031952748684745,0.41355879680137203
106,58,94612.54067912266,3249.211996859068,0.017906825989484787,3.803500063034509,0.3634587467552061,43.89289093017578,8.104713648858914,814.6860309346171,0.3382589813674525,2431.7810996880453,0.2741912787736255,1618.7143010735404,0.2823157795916641,0.7756961917804449
107,27,88802.09216693164,5823.9197407890215,0.8721234798431396,2.96343120867711,1.6134040987687768,-1.0,12.914809271142955,1223.6922946966693,1.3033273757925996,3817.8323996739305,1.2064486882343695,2691.89707919898,1.3335120122122206,0.8530700762498676
108,93,157881.88724782213,5253.230209495168,0.08502105623483658,3.6584104124558094,0.5742248257716336,32.04698944091797,18.276276634205335,1385.375244184766,0.31563764435195224,2940.4275639607245,0.5140480990367248,1696.1683942639659,0.46927829518583586,0.7258184522871591
